_input,_num,_widgetName,_source,_resultNumber,_pageUrl,name,addr1,addr2,city,state,zipcode,hours,phone,type
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,20,nc-food-pantry-full,nc-food-pantry-full,20,http://content.foodbankcenc.org/about/zipcounty.asp,Apostolic Faith Church,300 Cedar Street,,Rocky Mount,NC,27803,Hours: Every Monday and Tuesday 10:30am-11:30am and Every 3rd Thursday at 10:30am,Phone: 252-977-6200,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,21,nc-food-pantry-full,nc-food-pantry-full,21,http://content.foodbankcenc.org/about/zipcounty.asp,Area Congregations in Ministry,PO Box 398,,Oxford,NC,27565,Hours: MWF/9am-12pm,Phone: 919-690-0961 (office),Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,22,nc-food-pantry-full,nc-food-pantry-full,22,http://content.foodbankcenc.org/about/zipcounty.asp,Area Day Reporting Program for Youth/Feed My Sheep Ministries,Jasper Hayes Omega Center,800 Cedar Street,New Bern,NC,28560,Hours: Monday through Friday from 9a-12p,Phone: 252-670-4054,Type: MOBILE FP
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,23,nc-food-pantry-full,nc-food-pantry-full,23,http://content.foodbankcenc.org/about/zipcounty.asp,Ark of Safety Outreach-Ministry Inc.,612 Gary Street,,Durham,NC,27703,Hours: NULL,Phone: 919-620-7774 home/church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,24,nc-food-pantry-full,nc-food-pantry-full,24,http://content.foodbankcenc.org/about/zipcounty.asp,Armor of God Christian Church,4051 S. Memorial Drive Suite,,Winterville,NC,28590,Hours: Monday 9a-8p Wed 7p-8p Fri 9a-6p Sun 11a-2p,Phone: 252-258-0122,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,25,nc-food-pantry-full,nc-food-pantry-full,25,http://content.foodbankcenc.org/about/zipcounty.asp,Ar-Razzaq Islamic Center,1009 W. Chapel Hill Street,,Durham,NC,27701,Hours: Food Pantry Fridays 10-12:30pm (July 19th) Soup Kitchen Saturdays 12-3,Phone: 919-264-0909,Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,26,nc-food-pantry-full,nc-food-pantry-full,26,http://content.foodbankcenc.org/about/zipcounty.asp,Avery Chapel FWB Church,1110 Loop Road phys.,,Raeford,NC,28376,Hours: Mon-Fri emergency appts Thursday and Friday distribution 12pm,Phone: 910-281-5907 Geneva,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,27,nc-food-pantry-full,nc-food-pantry-full,27,http://content.foodbankcenc.org/about/zipcounty.asp,Ayden Christian Care Center,4106 B. West Avenue,,Ayden,NC,28513,Hours: Open 4 Fridays/month 9:30-11:30 close 5th Friday of each month and closed July and August,Phone: 252-746-2995 fri mornings only,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,28,nc-food-pantry-full,nc-food-pantry-full,28,http://content.foodbankcenc.org/about/zipcounty.asp,Bailey United Methodist,6117 Deans Street,,Bailey,NC,27807,Hours: Tues-Thur 9am-2pm Friday 9am-12pm,Phone: 910-964-3414,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,29,nc-food-pantry-full,nc-food-pantry-full,29,http://content.foodbankcenc.org/about/zipcounty.asp,Baker Family Ministry,200 West Battleboro Avenue,,Battleboro,NC,27890,Hours: Every Saturday 9am-11am,Phone: 252-908-7277,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,30,nc-food-pantry-full,nc-food-pantry-full,30,http://content.foodbankcenc.org/about/zipcounty.asp,Beaver Creek Church,2280 Nickelson Road,,Cameron,NC,28326,Hours: Every Wednesday 11am-1pm,Phone: 910-245-4226,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,31,nc-food-pantry-full,nc-food-pantry-full,31,http://content.foodbankcenc.org/about/zipcounty.asp,Believers Home Fellowship,212 Faith Circle,,Tabor City,NC,28463,Hours: TEFAP 3rd Sat 8-11. All others appt only.,Phone: 910-653-7299,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,32,nc-food-pantry-full,nc-food-pantry-full,32,http://content.foodbankcenc.org/about/zipcounty.asp,Believers United for Progress,1306 Fayetteville St,,Durham,NC,27707,Hours: 2nd and 4th Thursdays from 5-7pm,Phone: (919) 687-7070,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,33,nc-food-pantry-full,nc-food-pantry-full,33,http://content.foodbankcenc.org/about/zipcounty.asp,Belton Creek Baptist Church,4153 Hwy 96 South,,Oxford,NC,27565,Hours: Saturday before 4th Sunday; sometimes they distribute more,Phone: 919-693-2821 (home),Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,34,nc-food-pantry-full,nc-food-pantry-full,34,http://content.foodbankcenc.org/about/zipcounty.asp,Benson Area Ministerial,1204 North Johnson St,,Benson,NC,27504,Hours: 2nd and 4th Wednesday 9:00am -12:00pm,Phone: 919.820.1591,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,35,nc-food-pantry-full,nc-food-pantry-full,35,http://content.foodbankcenc.org/about/zipcounty.asp,Bethany Presbyterian Church,2237 Castle Hayne Road,,Wilmington,NC,28401,Hours: Wednesdays 11:30-2pm,Phone: 910-619-9196,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,36,nc-food-pantry-full,nc-food-pantry-full,36,http://content.foodbankcenc.org/about/zipcounty.asp,Bethesda Presbyterian Church,1002 N. Sandhills Boulevard,,Aberdeen,NC,28315,Hours: Every Wednesday - 9:00 a.m. - 11:00am,Phone: 910-944-1319 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,37,nc-food-pantry-full,nc-food-pantry-full,37,http://content.foodbankcenc.org/about/zipcounty.asp,Bethlehem Baptist Church,7215 Six Forks Rd.,,Raleigh,NC,27615,Hours: 4th Thurs 7:00 pm - 8:00pm & By appointment,Phone: 919-608-3115,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,38,nc-food-pantry-full,nc-food-pantry-full,38,http://content.foodbankcenc.org/about/zipcounty.asp,Bethlehem Temple Apostolic,600 N. Roxboro Street,,Durham,NC,27701,Hours: Friday 10am-12pm and by appointment,Phone: 919-683-1291 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,39,nc-food-pantry-full,nc-food-pantry-full,39,http://content.foodbankcenc.org/about/zipcounty.asp,Bethlehem United Holy Church,1311 Milton Rd,,Durham,NC,27712,Hours: Sat 9:30am - Noon,Phone: 919-815-2999,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,40,nc-food-pantry-full,nc-food-pantry-full,40,http://content.foodbankcenc.org/about/zipcounty.asp,Better Days Ministries,2245 Garner Rd.,,Raleigh,NC,27601,Hours: TWTH 10am-2pm Fri 9am-5pm (Referral Required),Phone: 919-232-3642,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,41,nc-food-pantry-full,nc-food-pantry-full,41,http://content.foodbankcenc.org/about/zipcounty.asp,Big Ruin Creek Baptist,16 Big Ruin Creek Lane,,Henderson,NC,27536,Hours: Last three Thursdays of every month 12-2pm,Phone: 252-430-0565 home,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,42,nc-food-pantry-full,nc-food-pantry-full,42,http://content.foodbankcenc.org/about/zipcounty.asp,Birchwood Learning Center,416 Walton Street,,Durham,NC,27703,Hours: Every Wednesday (6-7:30pm) and Every Thursday (6-7:30pm) By Appointment,Phone: 919-598-9885,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,43,nc-food-pantry-full,nc-food-pantry-full,43,http://content.foodbankcenc.org/about/zipcounty.asp,Blood of the Lamb Church,1100 The First Church Rd,,Goldsboro,NC,27534,Hours: 4th Sunday 1pm-4pm,Phone: 919-736-7536,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,44,nc-food-pantry-full,nc-food-pantry-full,44,http://content.foodbankcenc.org/about/zipcounty.asp,Bread Basket/Sanford Soup Kitchen,140 East Chisholm Street,,Sanford,NC,27331,Hours: M-F/11a-12:30p,Phone: 919-774-3118,Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,45,nc-food-pantry-full,nc-food-pantry-full,45,http://content.foodbankcenc.org/about/zipcounty.asp,Bread of Life Ministries of Sanford,219 Maple Avenue,,Sanford,NC,27330,Hours: Tues-Thurs-Sat: 5pm -7 pm & 11am - 2pm,Phone: 919.427.8889,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,46,nc-food-pantry-full,nc-food-pantry-full,46,http://content.foodbankcenc.org/about/zipcounty.asp,Bread of Life Outreach-FWA,1008 Hammell Dr.,,Raleigh,NC,27603,Hours: Saturdays 10:00 am - 6pm,Phone: 919-601-5305,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,47,nc-food-pantry-full,nc-food-pantry-full,47,http://content.foodbankcenc.org/about/zipcounty.asp,Bread of Life/Grifton,406 Cannon Blvd.,,Grifton,NC,28530,Hours: 4th Thursday at 9a to 1p and emergencies,Phone: 252-524-4041,Type: MOBILE FP
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,48,nc-food-pantry-full,nc-food-pantry-full,48,http://content.foodbankcenc.org/about/zipcounty.asp,Break Through Church,1100-118 Perimeter Park Dr.,,Morrisville,NC,27560,Hours: TWTHF 9:00 am - 5:00 pm Sat 9:00 am - 11 am & as needed,Phone: 919- 851- 6304,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,49,nc-food-pantry-full,nc-food-pantry-full,49,http://content.foodbankcenc.org/about/zipcounty.asp,Brooks Ave. Church Of Christ,700 Brooks Avenue,,Raleigh,NC,27607,Hours: 2nd & 4th Sat 9a-12p,Phone: 919-821-2400(ch),Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,50,nc-food-pantry-full,nc-food-pantry-full,50,http://content.foodbankcenc.org/about/zipcounty.asp,Brookston Baptist Church,242 Baptist Church Road,,Henderson,NC,27537,Hours: 4th Saturday/month 7-9:00am and as needed,Phone: 252-492-5502 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,51,nc-food-pantry-full,nc-food-pantry-full,51,http://content.foodbankcenc.org/about/zipcounty.asp,Brunswick Family Assistance,4600-8 Main Street,Big Lots Shopping Center,Shallotte,NC,28469,Hours: MonTue Thur 9-12 12:30-4:30; Wed 1-4:30; Fri 9-12 12:30-3,Phone: 910-754-4766 ext 103,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,52,nc-food-pantry-full,nc-food-pantry-full,52,http://content.foodbankcenc.org/about/zipcounty.asp,Brunswick Island Baptist Church,1672 Mt. Pisgah Road,,Supply,NC,28462,Hours: Tuesday 10-12:00,Phone: 910-842-8969 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,53,nc-food-pantry-full,nc-food-pantry-full,53,http://content.foodbankcenc.org/about/zipcounty.asp,Building 323,73 Wilder Road,,Middlesex,NC,27557,Hours: Every Monday 5:00-6:30pm,Phone: 919-269-9207,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,54,nc-food-pantry-full,nc-food-pantry-full,54,http://content.foodbankcenc.org/about/zipcounty.asp,Burgaw PFWB,416 West Bridger Street,675 Hwy 117 S.,Burgaw,NC,28425,Hours: Mon-Sat. 10-12 at thrift store. Produce Tues & Thurs 2:00 TEFAP last wed,Phone: 910-259-5447 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,55,nc-food-pantry-full,nc-food-pantry-full,55,http://content.foodbankcenc.org/about/zipcounty.asp,Burning Bush Ministries Inc,503 Hwy 70 East C,,Garner,NC,27610,Hours: M:On call ;Tu:11am -4pm ;Th:11am - 4pm; Sat:On call,Phone: 919.231.7998,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,56,nc-food-pantry-full,nc-food-pantry-full,56,http://content.foodbankcenc.org/about/zipcounty.asp,By Faith Church,1708 Birchwood Drive Apt B,,Wilson,NC,27893,Hours: Every other Sat 9am-12pm,Phone: 252-205-5965,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,57,nc-food-pantry-full,nc-food-pantry-full,57,http://content.foodbankcenc.org/about/zipcounty.asp,CAARE Inc.,214 Broadway Street,,Durham,NC,27701,Hours: MWRF 1-3pm; by appointment only,Phone: 919-687-0790,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,58,nc-food-pantry-full,nc-food-pantry-full,58,http://content.foodbankcenc.org/about/zipcounty.asp,Calvary Baptist Church,119 Bunch Road,,Beaufort,NC,28516,Hours: Every M 10a-2p,Phone: 252-728-2680,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,59,nc-food-pantry-full,nc-food-pantry-full,59,http://content.foodbankcenc.org/about/zipcounty.asp,Calvary Baptist Church/ Durham,1204 Lynn Road,,Durham,NC,27703,Hours: 3rd Thursday of the month 6:30-7:30p.m. Clients should call at 9:30am on 3rd Thursday to sign up with church secretary,Phone: 919-596-2592 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,60,nc-food-pantry-full,nc-food-pantry-full,60,http://content.foodbankcenc.org/about/zipcounty.asp,Calvary Temple Holy Church,215 Kitchen Avenue,,Henderson,NC,27536,Hours: 3rd Tuesday after 3rd Sunday (and as needed); 5-6 pm,Phone: 252.438.7065 Church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,61,nc-food-pantry-full,nc-food-pantry-full,61,http://content.foodbankcenc.org/about/zipcounty.asp,Capital Pentacostal Church,1308 Hwy. 70,,Garner,NC,27529,Hours: T TH 9-12,Phone: 919-772-5919,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,62,nc-food-pantry-full,nc-food-pantry-full,62,http://content.foodbankcenc.org/about/zipcounty.asp,Care and Share Inc.,110 Industrial Drive,,Louisburg,NC,27549,Hours: Every Wednsday and Thursday 9am-12pm,Phone: 919-496-5721,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,63,nc-food-pantry-full,nc-food-pantry-full,63,http://content.foodbankcenc.org/about/zipcounty.asp,Carthage United Methodist Ch.,108 Bruce Street,,Carthage,NC,28327,Hours: 1st and 3rd Sat. 8-9:30am,Phone: 910.947-5908,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,64,nc-food-pantry-full,nc-food-pantry-full,64,http://content.foodbankcenc.org/about/zipcounty.asp,Cary Church of God,107 Quade Drive,,Cary,NC,27511,Hours: Wed 9-4 by appt. & 3rd Saturday @ Revelation FW Baptist Ch.,Phone: 919-467-0537 ext 124,Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,65,nc-food-pantry-full,nc-food-pantry-full,65,http://content.foodbankcenc.org/about/zipcounty.asp,Cathedral of Jesus Church of God,717 S Arendell Ave.,,Zebulon,NC,27597,Hours: 2nd & 4th Saturdays 8:00am -10:00am,Phone: 919-404-0774,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,66,nc-food-pantry-full,nc-food-pantry-full,66,http://content.foodbankcenc.org/about/zipcounty.asp,Catholic Parish Outreach,2013 North Raleigh Blvd.,,Raleigh,NC,27604,Hours: Mon-Sat/10a-1p,Phone: 919-873-0245,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,67,nc-food-pantry-full,nc-food-pantry-full,67,http://content.foodbankcenc.org/about/zipcounty.asp,Cedar Grove Mt. Zion AME Church,5124 Highway 86 North,,Hillsborough,NC,27278,Hours: 3rd Friday/month 12-2pm and as needed,Phone: 919-732-5450 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,68,nc-food-pantry-full,nc-food-pantry-full,68,http://content.foodbankcenc.org/about/zipcounty.asp,Chatham Out-Reach Alliance (Cora),40 Camp Dr.,,Pittsboro,NC,27312,Hours: M-F 10am-2pm; clients must have referral from a social service agency,Phone: 919-542-5020 pantry,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,69,nc-food-pantry-full,nc-food-pantry-full,69,http://content.foodbankcenc.org/about/zipcounty.asp,Cherry Point United Methodist Church,103 Methodist Drive,,Havelock,NC,28532,Hours: Every W & F 11a-1p,Phone: 252-670-0150,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,70,nc-food-pantry-full,nc-food-pantry-full,70,http://content.foodbankcenc.org/about/zipcounty.asp,Christ Community United Methodist Church,1082 Amelia Chruch Rd,,Clayton,NC,,Hours: Every 2nd Saturday 10am-12pm. Food Lion product Mon-Fr,Phone: 919-815-3794,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,71,nc-food-pantry-full,nc-food-pantry-full,71,http://content.foodbankcenc.org/about/zipcounty.asp,Christ Deliverance Tabernacle Ministries,413 E. Pender St.,,Wilson,NC,27893,Hours: 4th Sat 8a-10a (Sat before the 4th Sunday),Phone: 252-292-1569,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,72,nc-food-pantry-full,nc-food-pantry-full,72,http://content.foodbankcenc.org/about/zipcounty.asp,Christ First Christian - We Care 4 You Foundation Inc.,8910 HWY 117 N.,,Watha,NC,28478,Hours: 2nd and 4th Thur 9-12,Phone: 704-651-7475,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,73,nc-food-pantry-full,nc-food-pantry-full,73,http://content.foodbankcenc.org/about/zipcounty.asp,Christian Assembly Emergency Food Pantry,5516 N. Roxboro Road,,Durham,NC,27713,Hours: 2nd 4th Thursdays 4pm to 6pm,Phone: 919-471-0220,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,74,nc-food-pantry-full,nc-food-pantry-full,74,http://content.foodbankcenc.org/about/zipcounty.asp,Christian Disciples Deliverance Church,917 Freedom Way,,Hubert,NC,28539,Hours: NULL,Phone: 910-265-1417,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,75,nc-food-pantry-full,nc-food-pantry-full,75,http://content.foodbankcenc.org/about/zipcounty.asp,Christian Faith Center Of Creedmoor,101 Peachtree Street,,Creedmoor,NC,27522,Hours: Thursdays 12-2pm; 2nd and 4th Mondays 12-2pm,Phone: 919-528-1581 ext. 225,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,76,nc-food-pantry-full,nc-food-pantry-full,76,http://content.foodbankcenc.org/about/zipcounty.asp,Christian Faith Ministries,3110 Cameron Dr.,,Sanford,NC,27330,Hours: emergencies call Sun and Mon for appointment,Phone: 919-775-1311,Type: SHELTER
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,77,nc-food-pantry-full,nc-food-pantry-full,77,http://content.foodbankcenc.org/about/zipcounty.asp,Christian Help Center,122 Depot St.,,Roxboro,NC,27573,Hours: Monday-Friday 9am-1pm; on call 24 hours,Phone: 336-599-6070,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,78,nc-food-pantry-full,nc-food-pantry-full,78,http://content.foodbankcenc.org/about/zipcounty.asp,Christian United Outreach Center,2885 Lee Avenue,,Sanford,NC,27330,Hours: M 4:00p-6:00p W&F 12:00p-2p,Phone: 919-774-8485,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,79,nc-food-pantry-full,nc-food-pantry-full,79,http://content.foodbankcenc.org/about/zipcounty.asp,Church At The Park,2228 Page Road Suite 108,,Durham,NC,27703,Hours: 1st Saturday 8-12pm,Phone: 919-539-8492,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,80,nc-food-pantry-full,nc-food-pantry-full,80,http://content.foodbankcenc.org/about/zipcounty.asp,Church Community Services,108 Gill St,,Laurinburg,NC,28352,Hours: Mon-Fri 8:30am-12:30pm,Phone: 910-276-8330,Type: FOODPANTRY
